"storage_area","type","size","name","information","dosage",,"winery_name","vintage","purchase_price","quantity","other_vintages","visible","unclear","sales_price","glass_price","internal_notes"
596,"RED",,"Merlot Riserva Siebeneich ",,,,"Schreckbichl Colterenzio",2021,15.9,3,,1,,54,8,"Gärung; Edelstahltank, mit Umwälzen der Maische. Ausbau; 17§ in Barrique, 2/3 in 35hl Holzfässern für 18 Monate. 12 Monate Flaschenreifung."
597,"RED",,"Merlot Riserva Staffes ",,,,"Kornellhof",2019,16.9,0,"nicht gelistet",0,,57,9,"270-320m.ü.m.M. Gärung; Holzbottich mit Maischekontakt für 12 tage. Ausbau; Säureabbau, 22 Monate in Barrique und Tonneau "
600,"RED",,"Merlot Brenntal ",,,,"Kellerei Kurtatsch",2020,34,3,,1,,94,15,"Gärung"
604,"RED",,"Merlot Riserva Siebeneich",,,,"Kellerei Bozen",2019,23,2,"2020-1",1,,75,12,"Gärung"
607,"RED",,"Merlot MCM BIO",,,,"Tenutae Lageder",2019,34.5,2,"2020-1",1,,95,15,"230m.ü.M. Gärung, spontan ca 15 Tage mit BSA im Edelstahltank. Ausbau; 18 Monate in kleinen franz. EichenBarrque 1/3 neu."
612,"RED",,"Merlot Villa Karneid ",,,,"Castelfeder",2011,7.95,1,"2013-1",1,,33,5,"Gärung"
613,"RED",,"Merlot Calldiv ",,,,"von Braunbach",2011,10,1,"2012-1",1,,40,6,
614,"RED",,"Merlot Freiherr",,,"90% Merlot, 10% Cabernet","Kellerei Meran",2011,16,2,,1,,54,9,"330m.ü.M. Gärung"
616,"RED",,"Merlot Nussleiten ",,,,"Salegg",2019,34.5,2,,1,,95,15,"230m.ü.M. Gärung"
617,"RED",,"Merlot Raut",,,,"Waldthaler",2014,23.6,1,,1,,77,12,
618,"RED",,"Merlot Mühlweg ",,,"versch. Klone des Merlot und 5% Cabernet Franc","Weingut Niedrist ",2012,24.4,1,"2019-2 ",1,,79,13,"400m.ü.M. Gärung"
625,"RED",,"Cabernet Sauvignon Lafoa",,,,"Schreckbichl Colterenzio",2022,55,2,"2020-1",1,,121,20,"430m.ü.M. Gärung; Maischgärng für 10 Tage mit Umwälzung, Mazeration für 10-14 Tage. Ausbau; neue & gebrauchte Barique mit BSA, 18 Monate mit mehrmaligem ""umziehen"". Grobfiltration "
628,"RED",,"Cabernet Riserva Pfarrhof ",,,"95% Cabernet Sauvignon, 5% Merlot","Kellerei Kaltern",2010,17.9,1,,1,,78,13,"Gärung; Maischgärung im Holzbottich, 4 wöchige Mazeration, BSA. Ausbau;  18 Monate im Barrique 50%neu. Leichte Filtration"
630,"RED",,"Cabernet Löwengang ",,,,,2003,,0,"nicht gelistet",0,,120,20,
632,"RED",,"Löwengang Uvaggio Storico","BIO",,,"Tenutae Lageder",2019,57.9,3,,1,,127,21,"BIO, 230-330m.ü.M. als Traubenverschnitt gekeltert. Gärung; spontane Maischgärung für 15 Tage, BSA im Stahltank. Ausbau; kleine Holzfässer 225l franz. Eiche 1/3neu."
633,"RED",,"Cabernet Sauvignon Cor Römigberg",,,,,2018,36.9,6,,1,,101,16,
635,"RED",,"Cabernet Cor Römigberg ",,,"Cabernet Sauvignon, Petit Verdot","Tenutae Lageder",2008,52.25,4,,1,,120,20,"BIO, 250-330m.ü.M. Gärung; spontane Maischegärung für 15 Tage, BSA im Stahltank. Ausbau; 18 Monate in franz. Eiche von 150 & 225l, 1/2 Neu. "
637,"RED",,"Cabernet Cor Römigberg ",,,,"Tenutae Lageder",2004,42,0,"nicht gelistet",0,,130,21,
638,"RED",,"cabernet cor Römigberg",,,,"Tenutae Lageder",2018,44.2,3,,1,,120,20,
640,"RED",,"Cabernet Riserva Burgum Novum ",,,,"Castelfeder",2012,14.9,2,"2016-1 ",1,,51,8,"Gärung; Umpumpen des Mostes1x täglich, für die intakthaltung mit den Schalen. BSA. Ausbau; 15 Monate in kleinen Barrique 50% neu. Schonenden Eiweissklärung. Flaschenlagerung 6 Monate."
641,"RED",,"Cabernet Riserva Kampill",,,"Cabernet Sauvignon, Cabernet Franc","Unterganzner",2016,18.5,0,"2019-2",1,,62,10,"Gärung; Maischekontakt von 10 Tagen, Edelstahltank. Ausbau; BSA, 1-18 Monate in franz. EichenBarrique 50%neu. "
644,"RED",,"Cabernet Riserva Kirchhügel ",,,"85% Cabernet Sauvignon, 15% Cabernet Franc","Kellerei Kurtatsch",2011,9.3,1,"2012-1",1,,37,6,"Gärung; Rotortank. Ausbau; 14 Monate Barrique, danach im grossen Holzfass"
645,"RED",,"Cabernet Freienfeld ",,,"Cabernet Sauvignon","Kellerei Kurtatsch",2017,39.9,1,"2020-2",1,,110,18,"Gärung; Rotortank. Ausbau; 50%neu, 50% 2-4 Jahre alten Barrique für 14 Moante. Assemblage im grossen Holzfass. Lange Flaschenlagerung."
649,"RED",,"Cabernet Sauvignon ",,,,"Tiefenbrunner",2022,15,2,,1,,51,8,"230-320m.ü.M. Gärung; Edelstahltank. Ausbau; BA, 8 Monate in grossen und kleinen EichenHolzfässern."
654,"RED",,"Cabernet Franc Amistar",,,"Cabernet Franc","Peter Sölva & Söhne",2020,37.9,1,"2016-1",1,,104,17,"Gärug; Edelstahltank. Ausbau; BSA, 1 Jahr in Barrique 1/3neu"
656,"RED",,"Cabernet Istrice",,,"90% Cabernet Sauvignon, 10% cabernet Franc","Elena Walch",2018,17.9,2,"2019-1 2022-2 ",1,,60,9,"400m.ü.M. Gärung"
657,"RED",,"Cabernet Riserva Ringberg",,,"Cabernet sauvignon","Elena Walch",2018,32.3,2,"2021-1",1,,89,14,"350m.ü.M. Gärung"
658,"RED",,"Cabernet Mumelter",,,"Cabernet Sauvignon, Cabernet Franc","Kellerei Bozen",2017,25,3,,1,,81,13,"330m.ü.M. Gärung"
659,"RED",,"Cabernet Riserva Siemegg",,,"70% Cabernet Sauvignon, 30% Cabernet Franc","Kellerei Terlan",2012,10.84,1,,1,,42,7,"250-399m.ü.M. Handlese. Gärung; Edelstahltank mit Maischebewegung. Ausbau; BA, 12 Monate 70% grossen Holzfass, 30% in Barrique 1/3neu. Assemblage 3 Monate vor der Flaschenabfüllung."
660,"RED",,"Cabernet Raut",,,,"Waldthaler",2009,21.1,2,,1,,69,11,
661,"RED",,"Barleith",,,"Cabernet s. , cabernet f. ","Tröpfltalhof",2020,37.9,3,,1,,104,17,"Gärung; spontan in der Tonamphore, 8 wochen auf der Schale. Ausbau; 1  Jahr im Eichenfass, dann zurück in die Amphore."
666,"RED",,"Lagrein Risera",,,,"Kiemberger",2018,18.9,3,,1,,63,10,
667,"RED",,"Lagrein Riserva Weingarten Klosteranger",,,,"Abtei Muri",2018,52,3,,1,,114,19,
668,"RED",,"Lagrein Villa Schmid ",,,"Lagrein","Schmid-Oberrautner",2011,8.3,1,,1,,34,5,"Handlese. Gärung; natürliche Maischegärung Holzfass. Ausbau; BSA un Reife im EichenHolzfass, 20% amerikanischen Barrique."
671,"RED",,"Lagrein Gran Lareyn BIO",,,"Lagrein","Loacker Schwarhof",2020,14.6,1,"2021-2 ",1,,50,8,"Gärung; Rotortank. Ausbau; 12 Moante in Barrique, anschliessend lagerung im grossen Holzfass"
672,"RED",,"Lagrein Frauenhügel",,,"Lagrein","Kellerei Kurtatsch",2018,18,2,"2021-1 ",1,,60,10,"Gärung; Rotortank. Ausbau; 12 Moante in Barrique, anschliessend lagerung im grossen Holzfass"
673,"RED",,"Lagrein ",,,,"Rottensteiner",2019,9.2,1,"2020-6",1,,37,6,"Gärung"
674,"RED",,"Lagrein Grieser Riserva Select",,,,"Rottensteiner",2017,16.6,1,"2021-2 ",1,,56,9,"Ausbau"
675,"RED",,"Lagrein Riserva Thurnhof ",,,,"Andreas Berger",2016,16.9,1,"2018-1 2021-1 ",1,,57,9,"Ausbau"
677,"RED",,"Lagrein Riserva",,,,"Griesbauerhof",2016,20.9,1," 2017-1 2020-1 ",1,,69,11,"300m.ü.M. seit 1785 im Besitz der Fam. Mumentaler"
679,"RED",,"Lagrein Riserva",,,"Lagrein ( Kurzstiel und Langstiel)","Unterganzner",2018,18.6,2,"2019-1",1,,62,10,"Gärung; Edelstahltank, Maischekontaktzeit von 8 Tagen. Ausbau; BSA, 15-18 Monate in kleinnen Holzfässern"
680,"RED",,"Lagrein Riserva Taber",,,,"Kellerei Bozen",2021,31.9,3,,1,,90,15,"250m.ü.M. Gärung"
682,"RED",,"Lagrein Riserva Prestige Line ",,,,"Kellerei Bozen",2018,19,2,"2020-2",1,,63,10,"Gärung"
686,"RED",,"Lagrein Riserva",,,,"Waldgries",2021,17.5,4,,1,,59,9,"Gärung; Maischestandzeit bis zu 35 Tagen im Bottich, 10% mit ganzen Trauben vergoren.. Ausbau; 1/3 grosses Holzfass, 2/3 Barrique für 12 Monate"
688,"RED",,"Lagrein Mirell",,,,"Waldgries",2020,31,3,,1,,87,14,"Gärung; Maischenstandzeit bis zu 35 Tagen im Bottich, 10% der Taruebn werden spätreif gelesen. Ausbau; Barrique"
689,"RED",,"Roblinus de Waldgries",,,,"Waldgries",2018,64.9,0,"nicht gelistet",0,,143,23,"250m.ü.M."
691,"RED",,"Lagrein Riserva Carano",,,,"Baron di Pauli",2016,22.4,2,"2019-1 ",1,,73,12,"Gärung; spontangärung im offenen Gärbehälter, Maischemazeration von 25 Tagen. Ausbau; Barrique 50%neu, BSA, 18 Monate im kleinen Fass"
692,"RED",,"Lagrein Riserva Kristan",,,,"Egger Ramer",2011,15,1,"2012-1 2021-1",1,,51,8,"12 Monate im grossen Holzfass."
693,"RED",,"Lagrein Riserva BIO",,,,"Happacherhof",2019,15.3,3,,1,,52,8,"Maischegärung, anschliessende 15 Monate im Eichenfass."
694,"RED",,"Lagrein Riserva",,,,"Messnerhof",2011,12.3,1,"2012-1",1,,47,7,"Ausbau;zu je  1/3 im grossen Holzfass, Tooneau 500l, gebrauchte Barrique für 18 Monate."
695,"RED",,"Lagrein",,,,"Putzenhof",2011,9.15,2,,1,,37,6,"Gärung"
696,"RED",,"Lagrein Riserva",,,,"Reyter Hof",2013,15.9,1,"2015-2",1,,54,8,
697,"RED",,"Lagrein Raut",,,,"Waldthaler",2009,21.1,1,,1,,69,11,"Seit 1983 werden unter dem geschützten Markenzeichen RAUT die hochwertigsten Weine unserer Auer Lagen abgefüllt.
Weine aus selektioniertem Lesegut der Sorten Merlot, Lagrein und Cabernet gekeltert und mit größter Sorgfalt nach traditionellen Methoden ausgebaut. Reife in der Regel für 3-4 Jahre in Eichenfässern 225-500l.
Erst nach einigen weiteren Monaten Flaschenreife verlässt ein echter RAUT unsere Keller."
698,"RED",,"Lagrein ",,,,"Muri Gries",2016,6.95,5,"2020-2",1,,31,5,"260m.ü.M. Gärung"
699,"RED",,"Lagrein Riserva Abtei",,,,"Muri Gries",2020,20.9,3,"2021-2",1,,69,11,"260-280m.ü.M. Gärung; Edelstahltank für 14 Tage, BSA. Ausbau; 15 Monate im kleinen Holzfass. "
702,"RED",,"Lagrein Calldiv ",,,,"von Braunbach",2011,8,3,,1,,33,5,"mehrjährigem Lagerungs-und Reifungsprozess"
703,"RED",,"Lagrein aus Gries Blacedelle ",,,,"Niedermayr",2011,8.25,2,,1,,34,5,"Gärung"
704,"RED",,"Lagrein aus Gries Riserva",,,,"Niedermayr",2011,14.2,3,,1,,49,8,"Gärung"
705,"RED",,"Lagrein Gries Riserva",,,,"Nals Margreid",2015,19.5,2,"2020-1",1,,65,10,"138 Weinbauern. 6 Monate Holzfass."
706,"RED",,"Lagrein Gries Riserva",,,,"Kellerei Terlan",2021,17.7,3,,1,,59,9,"250-500m.ü.M. Handlese. Gärung; Maischevergärung mit Umwälzen im Edelstahltank. Ausbau; 12 Monate im grossen Holz 70% , 30% im Barrique 1/3 neu, mit BSA. Assemblage 3 Monate vor der Flaschenabfüllung"
707,"RED",,"Lagrein Riserva Porphyr ",,,,"Kellerei Terlan",2017,42.5,1,"2015-1 2021-1 ",1,,117,19,"250-500m.ü.M. Handlese. Gärung"
709,"RED",,"Lagrein Riserva BIO",,,,"Nusserhof",2017,19.6,1,"2019-1 ",1,,65,10,"Gärung mit Natur Hefe im Stahltank, 30 Monate im grossen Holzfass. 30 Monate Flaschenlagerung"
710,"RED",,"Lagrein Riserva Barbagol ",,,,"Laimburg",2020,18.4,3,,1,,61,10,"20 Moante im Holz"
711,"RED",,"Lagrein Rubatsch BIO",,,,"Manincor",2016,21.4,1,"2017-1  2019-1",1,,70,11,"250m.ü.M. Gärung; spontan im Holzbottich. 2 Wochen Mazerationszeit mit Umwälzen. Ausbau; 4 Monate in Barrique, jedes 10 Fass neu."
713,"RED",,"Lagrein Urban",,,,"Kellerei Tramin",2011,22,1,"2019-1 2020-1 ",1,,72,11,"Gärung; Holzfass. Ausbau; BSA, franz EichenBarrique, danach grosses Holzfass für 14 Monate. 1 Jahr Flaschenlagerung."
716,"RED",,"Lamarein ",,,,"Unterganzner",2022,41.96,3,,1,,115,19,
720,"RED",,"Kirchegg ",,,"80%merlot, 20% cabernet sauvignon","Hofstätter",2009,10.2,2,,1,,40,6,"Gärung"
722,"RED",,"Amistar Rot Edizione",,,"lagrein, merlot, cabernet s., cabernet f., petit verdot","Peter Sölva & Söhne",2019,37.9,1,,1,,104,17,
723,"RED",,"Athos",,,"merlot, cab. F. cab. S","Ansitz Dolomythos",2014,25,3,"2015-3",1,,81,13,
724,"RED",,"Löwengang Uvaggio Storico","BIO",,"Carmenère, Cabernet Franc, Cabernet Sauvignon, Petit Verdot","Tenutae Lageder",2018,57.9,3,,1,,127,21,"BIO, 230-330m.ü.M. als Traubenverschnitt gekeltert. Gärung; spontane Maischgärung für 15 Tage, BSA im Stahltank. Ausbau; kleine Holzfässer 225l franz. Eiche 1/3neu."
728,"RED",,"Viribus Wein",,,,,2016,,9,,1,,115,19,
732,"RED",,"Loam ",,,"50% Cabernet Sauvignon, 20% Cabernet Franc, 30% Merlot","Kellerei Tramin",2021,31.5,4,,1,,87,14,"Gärung"
734,"RED",,"Arzio ",,,"50%merlot,25% cabernet s., 25%cabernet f. ","Baron di Pauli",2020,28.8,3,,1,,85,14,"Gärung; spontan im Holzgärbottich, 3 wöchige Maischemazeration. Ausbau; Barrique 70%neu, BSA, 16 Monate im kleinen Fass. Abfüllung Ende Mai"
735,"RED",,"Col de Rey ",,,"50%lagrein, 30%petit verdot, 20%tannat","Laimburg",2018,27.5,3,,1,,88,14,"250-350m.ü.M. Ausbau"
738,"RED",,"Cason Hirschprunn Rot BIO",,,"merlot, cabernet s., cabernet f. , lagrein, syrah","Tenutae Lageder",2018,25.7,1,"2016-1 2019-1",1,,83,13,"230-360m.ü.M. Gärung"
743,"RED",,"Rubin",,,"70%merlot, 30%cabernet Sauvignon","Happacherhof",2018,14.5,3,,1,,50,8,"Maischegärung. Ausbau"
745,"RED",,"Feldherr BIO ",,,"cabernet s., cabernet f., carménère","Lieselehof",2016,28.5,3,,1,,78,13,"24 Monate im kleinen Holzaff. Unfiltriert, 6 Monate Flaschengärung"
746,"RED",,"Cassiano BIO",,,"50%merlot, 40%cabernet Franc, 6%tempranillo, 4%syrah","Manincor",2019,21.6,3,,1,,71,11,"250-280m.ü.M. Gärung; einzeln, spontan im Holzbottich, Mazerationszeit je nach Traube 10-20 Tage. Ausbau; 18 Monate im Barrique 1/3neu. "
748,"RED",,"Anticus Riserva Baron Salvadori",,,"merlot, cabernet","Nals Margreid",2019,25.5,2,,1,,82,13,"138 Weinbauern. 20 Monate Barriqueausgebaut."
751,"RED",,"Cornell Cornelius ",,,"20% cabernet sauvignon, 80% merlot","Schreckbichl Colterenzio",2016,18.5,1,"2017-1",1,,62,10,"250-430m.ü.M. Gärung; Maischegärunf für 7-10 Tage. Ausbau; BSA in barrique. Assembalge im Frühjahr, 14 Monate in kleinen Eichenfässsern. Grobfilterung. 12 Monate Flaschenlagerung."
753,"RED",,"Composition Reif ",,,"cabernet s., cabernet f., merlot, petit verdot, lagrein","Unterganzner",2018,27.5,5,,1,,88,14,"Gärung; Edelstahltank, Maischestandzeit: 10 Tage beim Cabernet, 7 Tage beim Lagrein. Ausbau; BSA, 18 Monate in neuen EichenBarrique"
755,"RED",,"Mauritius ",,,"lagrein, merlot","Kellerei Bozen",2000,,1,,1,,65,10,"250m.ü.M. Gärung"
757,"RED",,"Cuvée Linticlarus ",,,"55% cabernet, 45% merlot","Tiefenbrunner",2014,24.9,5,"2012-1",1,,81,13,"280-300m.ü.M. Gärung"
760,"RED",,"Reserve del Conte Manincor BIO",,,"35% lagrein, 40% merlot, 25% cabernet","Manincor",2020,14.2,1,"2021-1 2022-1",1,,49,8,"250m.ü.M. Jede Charge wird separat gekeltert, immer mit Maischegärung, zum Tel spontan mit Traubeneigenen Hefe in Holz-, Beton- und Edelstahlbottich. 10 Tage Mazeration, 1x am Tag Umwälzen. Ausbau; 12 Monate im Holz verschiedener grössen. "
767,"RED",,"Teroldego Rotaliano ",,,,"Foradori",2016,14,1,"2018-1 2019-1 ",1,,48,8,"im Holzfass300l ausgebaut."
769,"RED",,"Teroldego Granato","BIO",,,"Foradori",2021,42.5,3,,1,,117,19,"Gärung"
770,"RED",,"Teroldego Ottavio ",,,,"De Viglili",2018,28,2,,1,,90,14,"200m.ü.M. Gärung"
771,"RED",,"San Leonardo ",,,"cabenet s., carmenère, merlot","Tenuta San Leonardo",2017,69.9,1,"2018-2",1,,154,25,"Handlese. 18-24 Monate franz. Barrique."
772,"RED",,"Teroldego Diedri Riserva",,,,"Dorigati",2010,13.9,3,,1,,48,7,"Gärung; langer Maischekontakt. Ausbau; 12 Monate in kleinen Eichenfässern, 6 Moante im Stahlbehälter. 6 Monate Flaschenlagerung."
777,"RED",,"Inferno Valtellina Superiore DOCG Riserva",,,,"Rainoldi",2019,25.3,19,,1,,82,13,
778,"RED",,"Sassella Valtellina Superiore ",,,"nebbiolo","Mamete Prevostini",2014,10.6,2,,1,,42,6,"450-650m.ü.M. Gärung"
779,"RED",,"Sfursat 5 Stelle",,,"chiavennasca","Negri Nino",2011,51.48,1,"2017-2 ",1,,113,18,"400-450m.Ü.M. Handlese. Gärung; 3 Tage Mazeration, 16 Tage Fermentation. Ausbau; 24 Monate in neue franz. Barrique mit BSA. 4 Monate Flaschengärung."
780,"RED",,"Ronchedone ",,,"marzemino, sangiovese, 10% cabernet","Cà dei Frati",2014,11.9,2,"2012-1",1,,46,7,"Gärung; langer Maischekontakt, Mazeration im Stahltank. Ausbau; BSA im Barrique. 14 Monate im Barrique. 10 Monate Flaschengärung. "
781,"RED",,"Sforzato Albareda ",,,"nebbiolo","Mamete Prevostini",2011,39.8,0,"2017-2 ",1,,109,18,"350-550.m.ü.M. Handlese. 22 Tage Mazeration auf der Schale. Ausbau"
782,"RED",,"Sassella Riserva ""Rocce Rosse""",,,"nebbiolo","AR.PE.PE.",2016,56,2,,1,,123,20,"4 Jahre im Holz50hl"
783,"RED",,"Sassella Valtellina Superiore  Sommarovina",,,,,2015,17.2,5,,1,,58,9,
786,"RED",,"La Poja ",,,"corvina veronese","Allegrini",2017,79.9,2,"2000-1 ",1,,176,29,"320m.ü.M. Handlese. Gärung; 12-15 Tage Fermentation. BSA im Barrique. Ausbau; 20 Monate im franz. Neuen Barrique, 10 Monate Flaschenlagerung."
787,"RED",,"La Grola ",,,"corvina, corvinone, oseleta, syrah","Allegrini",2014,15.6,3,,1,,62,10,"310m.ü.M. Handlese. Gärung; im Stahltank mit Umwäzen. BSA im Barrique.  Ausbau; 16 Monate im Eichenholz ( 2te Belegung), 10 Monate Flaschenlagerung"
788,"RED",,"Amarone della Valpolicella ",,,"corvina, rondinella","Bertani",2005,70.05,1,"2010-1",1,,180,30,"Handlese. Gärung; trocknung bis mitte Januar, 120-125 Oechslegrad. Vergärung von ca. 50 Tagen. Ausbau; 6 Jahre reifeung in Fäassern aus slawonischer Eiche 60hl. 1 Jahr Flaschenreife."
789,"RED",,"Amarone della Valpolicella",,,"corvina veronese, rondinella, oseleta","Allegrini",2017,55,1,"2018-1  2019-1",1,,130,21,"Handlese. Trauben 3-4 Monate Luftgetrockent. 25 Tage Gärung im Stahl mit Umwälzen. Ausbau; 18 Moante im kleinen Holzfass, 7 Monate im grossen Slow. Eichenfass. 14 Monate Flaschenlagerung"
790,"RED",,"Amarone della Valpolicella",,,"60% Corvina, 20% Rondinella, 10% Oseleta, 10% Croatina","Dal Forno Romano",2008,330,2,,1,,590,98,"Handese. 3 Monate Lufttrocknen.nur Reben älter als 10 Jahre. Fermentation 15 Tage. Ausbau"
791,"RED",,"Vaio Amaron Serego Aleghieri",,,"65% Corvina, 20% Rondinella, 15% Molinara","Masi",2015,49.9,2,,1,,110,18,"Handlese. Trocknung. 3 Jhare in slov. Eiche. 4 Monate im Kirschenholz."
792,"RED",,"Amarone della Valpolicella",,,"55% Corvina-Croatina-Nebbiolo, 30% Rondinella-Sangiovese,  15% cabernet Sauvignon","Quintarelli Giuseppe",2011,275,2,,1,,605,100,"Fermentation 45 Tage. Ausbau"
794,"RED",,"Amarone della Valpolicella Telos",,,"70% corvina, 20% rondinella, 5% croatina, 5% oseleta","Sant Antonio",2015,32,1,,1,,88,14,"350m.ü.M. Handlese. Ausbau"
795,"RED",,"Amarone della Valpolicella Casa dei Bepi ",,,"75% corvina veronese, 20% rondinella, 5% molinara","Viviani",2013,45.5,2,,1,,118,19,"450m.ü.M. "
796,"RED",,"Amarone della Valpolicella ",,,"corvina, rondinella, oseleta, croatina","Zenato",2017,40.04,1,"2017-2 Riserva 79",1,,110,18,"Ausbau"
797,"RED",,"Amarone della Valpolicella ",,,"45% corvinone, 25%  corvina gentile, 20% rondinella, 10% croatina","Marion",2014,40.9,1," 2018-2 ",1,,112,18,"Trocknung bis Ende Dezember- Anfrang Januar. 20 Tage kaltmazeration. BSA für 40 Tage. Holz- & slawonischer Eichenausbau für 36 Monate."
798,"RED",,"Amarone della Valpolicella ",,,"60 % Corvina veronese, 15% Corvinone, 20%  rondinella, 5% croatina","Roccolo Grassi",2015,42,3,,1,,116,19,"200-250m.ü.M. Ernte Ende September, trocknung bis erste Dezember Woche. Gärung; Stahltank, Kaltmazeration von6-7 Tage. Fermentation für 21 Tage. BSA im Holz. Ausbau; in 50% neuen franz. Barrique 225l für 26 Moante. 1 Jahr Flaschenalgerung."
799,"RED",,"Amarone della Valpolicella Riserva",,,"70% corvina & corvinone, 20% rondinella, 10% oselata","Musella",2016,29.9,1,,1,,82,13,"trocknung bis Januar. Ausbau"
800,"RED",,"Cabernet Sauvignon S. Cristina ",,,,"Zenato",2010,9.84,3,,1,,39,6,"Gärung; 2 Wochen im Stahl mit Umwälzen. Ausbau; 18 Moante in neuen und alten Barrique. Assemblage, einige Monate im Stahl. 6 Monate Flaschenlagerung."
801,"RED",,"Merlot La Sansonina",,,,"Sansonina",2006,25.75,2,,1,,83,13,
802,"RED",,"Valpolicella Classico Superiore",,,"60% corvina, 15% corvinone,20% rondinella, 5% croatina","Roccolo Grassi",2013,15,2,,1,,51,8,"200-250m.ü.M. Gärung"
803,"RED",,"Valpolicella Superiore ",,,"70 %corvina & corvina grossa, 20 %rondinella, 5% croatina, 5%oseleta","Dal Forno Romano",2012,72.8,3,,1,,160,26,"45 tage trocknung. Gärung"
804,"RED",,"Valpolicella Superiore ",,,"corvina, corvinone, rondinella, cabernet s., nebbiolo, croatina, sangiovese","Quintarelli Giuseppe",2012,70.9,1,"2016-2",1,,156,25,
805,"RED",,"Valpolicella La Bandina",,,"70% corvina, 20% rondinella,5%  croatina, 5%oseleta","San Antonio",2008,17.2,1,"2018-1 2019-1 ",1,,58,9,"300m.ü.M. Handlese. BSA im Holz. Batonnage 1x im Monate im ersten Jahr.   Ausbau"
806,"RED",,"Valpolicella Superiore ",,,"70 % Corvina & Corvinone, 20% rondinella, 10% barbera","Musella",2017,9.9,2,"2013-1",1,,39,6,"Gärung"
807,"RED",,"Campo Morar Valpolicella Ripasso",,,"75% Corvina veronese, 20% Rondinella, 5% Molinara","Viviani",2015,15.7,1,"2017-1",1,,53,8,
808,"RED",,"Valpolicella Superiore Ripasso",,,"85% Corvina veronese, 10% Rondinella, 5% Oseleta","Zenato",2018,14.2,2,,1,,49,8,"250-300m.ü.M. Handlese. Gärung"
809,"RED",,"Brentino ",,,"55%  Merlot, 45% Cabernet sauvignon","Maculan",2011,8.85,3,,1,,36,5,"Handlese. Gärung; Stahltank. Ausbau; 50% im Stahl, 50% für 1 Jahr im franz. Eichenbarrique."
810,"RED",,"Fratta",,,"cabernet sauvignon, merlot","Maculan",2012,41.9,1,"2015-2 ",1,,115,19,"Handlese. Gärung"
811,"RED",,"Amarone Riserva",,,,"Bertani",2009,64.75,1,,1,,165,27,
812,"RED",,"Secco Vintage",,,,,2015,9.3,6,,1,,37,6,
813,"RED",,"Amarone della Valpolicecca",,,,"Bertani",2012,,12,,1,,159,26,
815,"RED",,"Focus ",,,"Merlot","Pasini Volpe",2007,17.9,2,,1,,60,9,"Fermentation im neuen Barrique für 12 Monate. 12 Moante Flaschenlagerung."
816,"RED",,"Merlot Graf de la Tour ",,,"Merlot","Villa Russiz",2018,29.9,3,,1,,82,13,"Handlese. Gärung; 20 Tage. Ausbau; 24 Moante in franz. Barrique 225l. Assemblage, im Stahl. 10 Moante Flaschenlagerung. "
817,"RED",,"Prelit ",,,"70% Merlot, 30% Cabernet sauvignon","Podversic Damijan",2014,23.76,2,,1,,77,12,"Gärung"
818,"RED",,"Breg ",,,"merlot, cabernet sauvignon Pignolo","Gravner",2003,125.4,1,"2007-1 ",1,,276,45,"Gärung im Holz. Ausbau; 5 Jahre im Eichenholz, 5 Jahre Flaschenlagerung. Keine Schönung, filtration"
819,"RED",,"Rujno ",,,"Merlot","Gravner",1999,146.4,1,"2003-1 ",1,,322,53,"Fermentation spontan für 5 Wochen.Ausbau; im Eichenholz 228l für 36 Monate. 6 Jahre in der Flasche. Keine Schönung, Filtration. "
820,"RED",,"Refosco dal Peduncolo Rosso",,,"Refosco dal Peduncolo Rosso","Felluga Livio",2007,14.4,2,,1,,49,8,"Handlese. Gärung"
825,"RED",,"Chianti Classico Gran Selezione Castello di Brolio ",,,"80% Sangiovese, 10% Cabernet Sauvignon,  5% Merlot, 5% Petit Verdot ","Barone Ricasoli",2016,31.5,3,,1,,87,14,"250-450m.ü.M. Gärung"
826,"RED",,"Chianti Classico ",,,"96% Sangiovese, 4% Merlot","Castello di Ama",2021,18.6,3,,1,,62,10,"Handlese. Gärung; im Stahltank mit Umwälzung für 21-23 Tage. BSA. Ausbau; Assemblage, danach 12 Monate in neue und alte Barrique. "
827,"RED",,"Chianti Ducale Oro Riserva ",,,"80% Sangiovese, 10% Cabernet s., 10% Merlot","Ruffino",2009,18.5,3,,1,,62,10,"Nur die besten Jahre! Handlese. Ausbau; 36 Monate, davon 12 in grossen Eichenholzfässern. 6 Monate Flaschenlagerung."
828,"RED",,"Chianti Classico",,,"95% Sangiovese, 5% Canaiolo","San Giusto a Rentennano",2017,12.8,2,,1,,49,8,"Gärung; 14 Tage auf der Schale. Ausbau; 12 Monate in Eichenholz, Tonnenau und Barrique."
829,"RED",,"Chianti Cassico","bio",,"sangioves","Fontodi",2020,25,2,"2021-1",1,,81,13,
830,"RED",,"Chianti Classico Riserva Le Baroncole",,,"97% Sangiovese, 3% Canaiolo","San Giusto a Rentennano",2017,23.4,2,"2020-1",1,,76,12,"Gärung"
831,"RED",,"Chianti Classico Castello di Fonterutoli",,,"92% Sangiovese, 8% Malvasia nera & Colorino ","Marchesi Mazzei",2008,24.9,2,,1,,81,13,"220-520m.ü.M. Handlese. Gärung;15-18 Tage Mazeration. Ausbau; 20 Monate im kleinen Eichenfässern 500l, 60% neue franz. Eiche."
