storage_area,TYPE,name,information,dosage,,winery_name,vintage,purchase_price,quantity,other vintages,Spalte12,sales_price,glass_price,internal_notes,,,,,,,
422,WHITE,Grauer Burgunder Kähner GG,,,Baden,Franz Keller,2021,26.15,4,,,84,14,,,,,,,,
423,WHITE,Grauer Burgunder Schlossberg GG,,,Baden,Franz Keller,2021,32.9,2,,1,90,,,,,,,,,
424,WHITE,Illusion,,,Ahrtal,Meyer-Näkel,2021,23,6,,,75,,,,,,,,,
425,WHITE,,,,,,,,,,,7,,,,,,,,,
426,WHITE,France,,,,,,,,,,7,,,,,,,,,
427,WHITE,Chablis Vaillon 1er Cru,,,,Domaine Christian Moreau,2022,34,6,,,94,,"The soil is also from the Kimmeridgien period with clay-limestone marls very rich of marine fossils, and most specifically small oyster fossils, called Exogyra Virgula., 73 Jahre alte Rebstöcke 55% Stahl, 45% in Holz (2-3-4 Jahre, weniger als 5 % neues Holz für 8 Monate, Malolactic conversion",,,,,,,
428,WHITE,Bourgogne Blanc Chardonnay,,,,Michel Bouzereau & Fils,2021,28,3,,,90,14,"1 Jahr in 15% neuen Barique. 2 Monate im Tank. Seit 1991,leitet der Sohn Jean-Baptist (Oenologe) dass Weingut mit seinem Vater Michel.",,,,,,,
429,WHITE,"Chablis ""Vielles Vignes"" ",,,,Bessin Tremblay,2020,18.8,2,,1,62,10,Rebalter; 10-80 Jahre. 4. Generation.,,,,,,,
430,WHITE,"Chablis ""La Fourchaume"" 1er Cru",,,,Jean-Claude Bessin,2018,32,0,2021-6 ,,88,14,"Rebalter; 10-80 Jahre. 4. Generation. 12h Maischestandzeit. 21 Tage fermentation. Ausbau; 9 Monate 15% Im Barriques, 85% im Stahl auf der Feinhefe.",,,,,,,
431,WHITE,"Chablis ""La Forêt"" 1er Cru ",,,,Bessin-Temblay,2022,44,5,,,121,20,Rebalter; 10-80 Jahre. 4. Generation.,,,,,,,
432,WHITE,"Chablis ""Valmur"" Grand Cru",,,,Bessin-Temblay,2021,48,2,,1,106,17,Rebalter; 10-80 Jahre. 4. Generation.,,,,,,,
433,WHITE,"Chablis "" Les Clos"" Grand Cru",,,,Domaine Christian Moreau,2021,58,4,,,128,21,"Ausbau im Holz und Flaschenlagerung. Domaine seit Generationen im Besitz, einer der ältesten & meist respektierten Namen in der Chablis.",,,,,,,
434,WHITE,Chablis Vaillon,,,,Moreau,2021,33,1,,3,91,15,,,,,,,,
435,WHITE,Chablis Mont De Milieu,,,,De Fleys,2020,43.5,5,,,120,,,,,,,,,
436,WHITE,Pernand-Vergelesses,,,,Domaine Denis Père e Fils,2021,39.95,3,,,110,,,,,,,,,
437,WHITE,St. Romain,,,,Domain Père Germain,2021,31.95,2,,1,88,14,"Ausbau im Holz und Flaschenlagerung. Domaine seit Generationen im Besitz, einer der ältesten & meist respektierten Namen in der Chablis.",,,,,,,
438,WHITE,"Mersault ""Les Genevrières""",,,,Michel Bouzereau & Fils,2022,112,3,,,246,41,,,,,,,,
439,WHITE,"Mersault ""Les Grands Charrons""",,,,Michel Bouzereau & Fils,2021,48,0,,1,106,17,"1 Jahr in 25% neuen Barrique. 3 Monate im Tank. Seit 1991,leitet der Sohn Jean-Baptist (Oenologe) dass Weingut mit seinem Vater Michel.",,,,,,,
440,WHITE,"Meursault 1er Cru ""Les Perrières"" ",,,,Michel Bouzereau & Fils,2021,150,2,,,330,55,"16-18 Monate in 30% neuen Barrique. Seit 1991,leitet der Sohn Jean-Baptist (Oenologe) dass Weingut mit seinem Vater Michel.",,,,,,,
441,WHITE,"Mersault ""Les Tessons"" ",,,,Michel Bouzereau & Fils,2020,80,1,2021-6 ,2,176,29,"16-18 Moante in 1/3 neuen Barrique. Seit 1991,leitet der Sohn Jean-Baptist (Oenologe) dass Weingut mit seinem Vater Michel.",,,,,,,
442,WHITE,Mersault-Blagny Premier Cru ,,,,Chapelle de Blagny,2019,70.4,5,,,155,,,,,,,,,
443,WHITE,Puligny Montrachet ,,,,Bachelet-Monnot,2021,64,0,nicht gelistet,2,141,23,"Handlese. Giebt es seit 2005, sind zwei Brüder.",,,,,,,
444,WHITE,Batard-Montrachet Grand Cru,,,,Bachelet-Monnot,2018,250,1,,2,550,91,,,,,,,,
445,WHITE,Chassagne Montrachet,,,,Philippe Colin,2020,38,1,,1,105,17,Die Domaine Philippe Colin giebt es seit 2004.,,,,,,,
446,WHITE,"Chassagne Montrachet 1er Cru ""Chenevottes"" ",,,,Philippe Colin,2021,50,0,nicth gelistet,2,110,18,Die Domaine Philippe Colin giebt es seit 2004.,,,,,,,
447,WHITE,,,,,,,,,,,7,,,,,,,,,
448,WHITE,"Macon La Roche Vineuse Blanc ""Les Cras""",,,,Olivier Merlin,2017,18.42,4,,,61,10,,,,,,,,
449,WHITE,"Saint Veran ""Le Grand Bussière""",,,,Olivier Merlin,2017,18.42,6,,,61,10,,,,,,,,
450,WHITE,"Pouilly Fuissé  ""Sur la Roche""",,,,Olivier Merlin,2017,22.39,0,nicht gelistet,2,73,12,,,,,,,,
451,WHITE,,,,,,,,,,,7,,,,,,,,,
452,WHITE,"Sancerre ""Les Monts Damnés"" ",,,Sauvignon Blanc,Pascal Cotat,2020,32,5,,,88,14,"300m.ü.M. Rebalter; 40Jahre. Ökologischer Anbau. Spontane Vergärung. 8 Monate auf der Hefe in gebrauchten barrique. Vater & Sohn. Sie lesen ihre Trauben mindestens 10 Tage später als die anderen. Nach dem Pressen kommt der Wein in Holzfässer (normalerweise in dieser Region in Stahltanks), und einzigartig für die Sancerre, dass ihre Weine nicht Filtriert oder geschönt werden.",,,,,,,
453,WHITE,"Sancerre ""La Grande Côte"" ",,,Sauvignon Blanc,Pascal Cotat,2020,32,4,,,88,14,"Rebalter; 40 Jahre. spontane Gärung, 8 Monate in gebrauchten Barrique. Vater & Sohn. Sie lesen ihre Trauben mindestens 10 Tage später als die anderen. Nach dem Pressen kommt der Wein in Holzfässer (normalerweise in dieser Region in Stahltanks), und einzigartig für die Sancerre, dass ihre Weine nicht Filtriert oder geschönt werden.",,,,,,,
454,WHITE,L'Etoile Savagnin,,,Jura France,Montbourgeau,2018,29,3,,,80,13,,,,,,,,
455,WHITE,Condrieu,,,,Duclaux,2020,40,0,nicth gelistet,6,110,18,im Stahl ausgebaut.,,,,,,,
456,WHITE,Châteauneuf-du-pape ,,,,Vieux Télégrapf,2021,45,3,,,124,20,,,,,,,,
457,WHITE,,,,,,,,,,,7,,,,,,,,,
458,WHITE,,,,,,,,,,,7,,,,,,,,,
459,WHITE,,,,,,,,,,,7,,,,,,,,,
460,WHITE,Altri paesi,,,,,,,,,,7,,,,,,,,,
461,WHITE,"Artemis Karamolegos ""Pyritis""",,,Assyrtiko,Santorini,2020,35,2,,1,96,16,,,,,,,,
462,WHITE,Vina Tondonia Blanco Reserva ,,,"90% Viura, 10% Malvasia",López de Heredia,2007,28.5,0,nicht gelistet,1,96,16,"6 Jahre im Barrique. Nicht Filtriert. 4 Generation. einziges Spanisches Weingut, dass eigene Fässer aus amerikanischer Eiche produziert ( nur eigengebrauch).",,,,,,,
463,WHITE,Sauvignon Blanc Little Beauty Black Edition,,,New Zealand Marlborough,Vinultra,2018,40.7,5,,,112,18,,,,,,,,
464,WHITE,Heida,,,"Savagnin Blanc (Heida, Paien)",,2015,18.5,2,,6,62,10,,,,,,,,
465,WHITE,,,,,,,,,,,7,,,,,,,,,
466,WHITE,,,,,,,,,,,7,,,,,,,,,
467,WHITE,,,,,,,,,,,7,,,,,,,,,
468,WHITE,KLEINE FLASCHEN - PICCOLE BOTTIGLIE,,,,,,,,,,7,1,,,,,,,,
469,WHITE,Weissburgunder Schulthauser,,,,St. Michael Eppan,2021,5.4,0,2022-2,,26,4,"480-600m.ü.M. grösser Teil im Stahltank ausgebaut, ein kleiner Teil im Holzfass.",,,,,,,
470,WHITE,Weissburgunder Plattenriegel,,,,Kellerei Girlan,2019,5.25,1,2020-2,,25,4,400m.ü.M. Handlese. Gärung; 75% Im Edelstahltank. 25% im grossen Holzfass. BSA im Holzfass. Ausbau; 6 Monate auf der Feinhefe.,,,,,,,
471,WHITE,Chardonnay Lafoa,,,,Schreckbichl Colterenzio,2022,12.9,3,,,49,8,,,,,,,,
472,WHITE,,,,,,,,,,,7,1,,,,,,,,
473,WHITE,Sauvignon St. Valentin,,,,St. Michael Eppan,2021,9.7,1,2022-2,,39,6,Kellerei mit 350 Genossenschaftsmitglieder und Weinbauern,,,,,,,
474,WHITE,Terlaner ,,,"60% Weissburgunder, 30% Chardonnay, 10% Sauvignon",Kellerei Terlan,2022,7.6,3,,,32,5,"250-900m.ü.M. Handlese. Gärung; Stahltank. Ausbau; auf der Feinhefe, 80% im Stahl, 20% im grossen Holzfass. Assemblage, 1 Monat vor der Abfüllung.",,,,,,,
475,WHITE,Pinot Grigio ,,,,Alois Lageder,2022,5.15,3,,,25,4,,,,,,,,
476,WHITE,,,,,,,,,,,7,1,,,,,,,,
477,WHITE,MAGNUM,,,,,,,,,,7,1,,,,,,,,
478,WHITE,,,,,,,,,,,7,1,,,,,,,,
479,WHITE,Weissburgunder Riserva Barthenau ,,,,Hofstätter,2018,,1,,,115,19,,,,,,,,
480,WHITE,Weissburgunder Riserva Vorberg,,,,Kellerei Terlan,2015,54.7,2,,,120,20,250-900m.ü.M. Handlese. Gärung; im grossen EichenHolzfass. Ausbau; mit BSA für 12 Monate im traditionellen Holzfass.,,,,,,,
481,WHITE,,,,,,,,,,,7,,,,,,,,,
482,WHITE,,,,,,,,,,,,,,,,,,,,
483,WHITE,Troy,,,,,2020,110,2,,,242,40,,,,,,,,
484,WHITE,Nova Domus ,,,,,2007,38,1,,,135,22,"250-900m.ü.M.  Gärung; im grossen Eichenfass. Pinot & Chardonnay mit BSA. Ausbau; 12 Monate auf der Feinhefe, 50% grosses Holzfass, 50% Tonneau. Assemblage 3 Monate vor der Abfüllung.",,,,,,,
485,WHITE,,,,,,,,,,,7,,,,,,,,,
486,WHITE,,,,,,,,,,,7,1,"Gärung und Reife für 9 Monate auf der Feinhefe, 50% grosses Holzfass, 50% Tonneau. Assemblage, 3 Monate vor der Abfüllung.",,,,,,,
487,WHITE,Sauvingon Quarz ,,,,Kellerei Terlan,2021,76.9,1,2020-2,,169,28,"Gärung und Reife für 9 Monate auf der Feinhefe, 50% grosses Holzfass, 50% Tonneau. Assemblage, 3 Monate vor der Abfüllung.",,,,,,,
488,WHITE,,,,,,,,,,,7,1,,,,,,,,
489,WHITE,Sauvignon Lafoa ,,,,Schreckbichl Colterenzio,2021,41,1,,,115,19,"Gärung; 50% Edelstahl, 50%Holzfass/Barrique (Teilweise BSA). Ausbau; 8 Monate auf der Hefe.",,,,,,,
490,WHITE,Stoan ,,,"chardonnay, pinot blanc, sauvignon, gewürztraminer",Kellerei Tramin,2016,39.9,1,,,110,18,400-600m.ü.M. ,,,,,,,
491,WHITE,Kerner,,,,Köfererhof,2012,,1,,,78,13,,,,,,,,
492,WHITE,Kerner ,,,,Taschlerhof,2011,24,1,,,78,12,,,,,,,,
493,WHITE,Grüner Veltliner BIO,,,,Garlider,2010,25,1,,,81,13,,,,,,,,
494,,,,,,,,,,,,7,1,,,,,,,,
495,,ROSÉ - VINI ROSATI,,,,,,,,,,7,1,,,,,,,,
496,,,,,,,,,,,,7,1,,,,,,,,
497,,Südtirol - Alto Adige,,,,,,,,,,7,1,,,,,,,,
498,,,,,,,,,,,,7,1,260m.ü.M. Abpressung und verärung nur Mostanteil. BSA und Reife im Holzfass,,,,,,,
499,,Lagrein Kretzer ,,,,Muri Gries,2023,8.7,3,,,35,5,260m.ü.m.M. Gärung; Edelstahl für 8 Tage. ,,,,,,,
500,,,,,,,,,,,,7,1,Ausbau; Edelstahl,,,,,,,
501,,Lagrein Rosé ,,,,Rottensteiner,2021,7.1,1,,,30,5,Ausbau; Edelstahl,,,,,,,
502,,,,,,,,,,,,7,1,,,,,,,,
503,,,,,,,,,,,,7,1,600m.ü.M. Stahltank,,,,,,,
504,,,,,,,,,,,,7,,,,,,,,,
505,,,,,,,,,,,,7,,,,,,,,,
506,,,,,,,,,,,,7,1,,,,,,,,
507,,,,,,,,,,,,7,,,,,,,,,
508,,La Rose de Manincor BIO,BIO,,"Lagrein, Merlot, Cabernet, Pinot Noir, Petit Verdot, Tempranillo, Syrah",Manincor,2023,15.50,3,,,53,8,250m.ü.M. 6-12h Maischestandzeit.  Most vergärt in Holzfässern zum Teil spontan mit Traubeneigener Hefe. 5 Moante Hozfassreife auf der Feinhefe.,,,,,,,
509,,,,,,,,,,,,7,,,,,,,,,
510,,,,,,,,,,,,7,1,,,,,,,,
511,,,,,,,,,,,,7,1,,,,,,,,
512,,,,,,,,,,,,7,1,,,,,,,,
513,,Lombardia,,,,,,,,,,7,1,,,,,,,,
514,,Rosa dei Frati,,,"Groppello, Marzemino, Sangiovese, Barbera",Cà dei Frati,2023,10.00,2,2021-1  ,,40,6,"Gärung; Stahltank.  80% BSA. Ausbau; 6 Monate auf der Feinhefe im Stahlfass, 2 Monate Flaschenlagerung",,,,,,,
515,,,,,,,,,,,,7,1,,,,,,,,
516,,,,,,,,,,,,7,1,,,,,,,,
517,,,,,,,,,,,,7,1,,,,,,,,
518,,,,,,,,,,,,7,,,,,,,,,
519,,,,,,,,,,,,7,,,,,,,,,
520,,,,,,,,,,,,7,,,,,,,,,
521,,,,,,,,,,,,7,,,,,,,,,
522,,,,,,,,,,,,7,,,,,,,,,
523,,,,,,,,,,,,7,,,,,,,,,
524,,,,,,,,,,,,7,,,,,,,,,
525,,,,,,,,,,,,7,,,,,,,,,
526,RED,ROTWEINE - VINI ROSSI,,,,,,,,,,7,1,,,,,,,,
527,RED,,,,,,,,,,,7,1,,,,,,,,
528,RED,Südtirol - Alto Adige,,,,,,,,,,7,1,,,,,,,,
529,RED,,,,,,,,,,,7,1,,,,,,,,
530,RED,Vernatsch/Schiava & Vernatschcuvée,,,,,,,,,,7,1,,,,,,,,
531,RED,Vernatsch Mirum,,,,Kandlerhof,2021,23.9,3,,,78,12,,,,,,,,
532,RED,St. Magdalener Glögglhof,,,,Franz Gojer,2023,9.5,2,2019-1  ,,38,6,,,,,,,,
533,RED,St. Magdalener ,,,"94% Vernatsch, 6% Lagrein",Wassererhof,2020,7,2,,,31,5,350m.ü.M. Gärung; 2-3 Wochen Maischekontakt. Ausbau; Stahlfass. Lagerung auf der Hefe,,,,,,,
534,RED,St. Magdalener Antheos  ,,,"Edelvernatsch, Garuvernatsch, Tschaggelevernatsch, Mittervernatsch, historische Vernatscharten und Lagrein",Ansitz Waldgries,2021,16.2,1,2022-2,,55,9,"250m.ü.M. Gärung; 20% mit ganzen Trauben, lange Maischestandzet. Ausbau; grosses Holzfass",,,,,,,
535,RED,Dona Rouge ,,,"Vernatsch, 2% Lagrein, 3% Blauburgunder",Hartmann Donà,2017,20.3,2,,,67,11,"450m.ü.M. Ausbau; 23 Monate im Holzfass, 2 Jahre Flaschenreife",,,,,,,
536,RED,,,,,,,,,,,7,,,,,,,,,
537,RED,,,,,,,,,,,7,,,,,,,,,
538,RED,Isarcus,,,,Griesbauerhof,2021,14.9,2,,,51,8,,,,,,,,
539,RED,,,,,,,,,,,7,1,,,,,,,,
540,RED,,,,,,,,,,,7,1,,,,,,,,
541,RED,Zweigelt   ,,,,,,,,,,7,1,,,,,,,,
542,RED,Zweigelt Roan  ,,,,Bessererhof,2016,12.1,1,2019-2 ,,47,7,,,,,,,,
543,RED,,,,,,,,,,,7,1,"650m.ü.M. Gärung; 18 tage im Stahl. Ausbau; 70% Stahl, 30% Tonneau neu",,,,,,,
544,RED,,,,,,,,,,,7,1,,,,,,,,
545,RED,,,,,,,,,,,7,1,,,,,,,,
546,RED,,,,,,,,,,,7,1,,,,,,,,
547,RED,Blauburgunder - Pinot nero,,,,,,,,,,7,1,,,,,,,,
548,RED,Blauburgunder Riserva Maglen,,,,Kellerei Tramin,2021,24.5,8,,,73,12,,,,,,,,
549,RED,Blauburgunder Riserva Maglen,,,,Kellerei Tramin,2020,22.5,6,2019-1,,79,13,350-700m.ü.M. Gärung; in offenen Behälterun zur umrührung der Maische/Trester. Ausbau; 1 Jahr in kleinen Holzfässern. Einige Monate Flaschenlagerung.,,,,,,,
550,RED,Blauburgunder Vom Roten Kalk ,,,,Weingut Abraham,2021,27.9,4,,,89,14,,,,,,,,
551,RED,,,,,,,,,,,,,,,,,,,,
552,RED,Blauburgunder Hausmannshof Riserva ,,,,Haderburg,2017,36.5,4,2018-3,,100,16,350-550m.ü.M. Gärung; Stahlfässer mit Unterstossen des Tresters. Ausbau; 24 Monate in neuen und gebrauchten Barrique mit BSA,,,,,,,
553,RED,Blauburgunder Castel Juval ,,,,Castel Juval - Unterortl,2018,18.5,1,2019-2,,62,10,,,,,,,,
554,RED,Blauburgunder Lafoa,,,,Schreckbichl Colterenzio,2019,27.9,2,2020-1,,89,14,400m.ü.M. Gärung; Edelstahlfass. Ausbau; Barrique mit BSA in neuen und alten Eichenholzfässer für 12 Monate.,,,,,,,
555,RED,Blauburgunder Riserva Trattmann Mazon,,,,Kellerei Girlan,2021,26.9,3,,,86,14,,,,,,,,
556,RED,,,,,,,,,,,7,1,,,,,,,,
557,RED,Pinot Noir Gols,,,,Griesser,2018,12.9,7,,,51,8,"400m.ü.M. Gärung; im grossen Holzfass mit 2 Wochen Maischekontakt und Unterstossen des Trester. Ausbau; BSA, 1 Jahr im Eichenfass 500l, 8-10 Moante im grossen Eichenfass. 1 Jahr Flaschenlagerung.",,,,,,,
558,RED,Blauburgunder Riserva Matán ,,,,Ansitz Pfitscher,2020,28,1, 2021-2 ,,90,14,,,,,,,,
559,RED,Blauburgunder Riserva,,,,St. Michael Eppan,2018,0,1,2019-1 Fallwind 2020 1 (15),,7,1,"350-550m.ü.M. Gärung; Stahltank. Ausbau; BSA, 12 Monate in BarriqueTonneau 70%, 30% im grossen Holzfass. Assemblage und weitere Reifung im Holzfass",,,,,,,
560,RED,Blauburgunder Pigeno,,,,Stroblhof,2020,18,1,2021-2,,60,10,500.mü.M. Gärung; 16 Tage im eichenholz.  Ausbau; in 4-5Jährigen kleinen franz. Eichenfässern. 8 Monate Lagerung in grossen Eichenfässern und 3 Moante Flaschenreifung. ,,,,,,,
561,RED,Blauburgunder Riserva,,,,Stroblhof,2018,28.9,1,2019-2,,88,14,500m.ü.M. Gärung; 15 tage im Eichenholzbehälter mit Umwälzung. Ausbau; 12 Monate in neuen und alten franz. Eichenfässern. 8 Monate in grossen Eichenfässern. 1 Jahr Flaschenlagerung.,,,,,,,
562,RED,Blauburgunder Barthenau Vigna San Urbano ,,,,Hofstätter,2018,45.8,2,2011-1 2019-1,,120,20,"Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",,,,,,,
563,RED,Blauburgunder Praesulis,,,,Gumphof,2021,20.5,1,,2,67,11,"Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",,,,,,,
564,RED,Blauburgunder Riserva Renaissance,,,,Gumphof,2019,45.9,4,,,101,16,"Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",,,,,,,
565,RED,,,,,,,,,,,7,1,"550-750m.ü.M. Gärung; 3 Tage Kaltmazeration ca. 15 Tage und Umwalzung. Ausbau; BSA, 15 Monate kleine Eichenfässer",,,,,,,
566,RED,Blauburgunder Krafuss ,,,,Tenutae Lageder,2020,37.4,1,2022-2 ,,103,17,"BIO, 450-520m.ü.M. Gärung; spntan ca. 14 Tage. Ausbau; 12 Monate teilweise im Edelstahl, teilweise in kleinen Holzfässern 225l, (franz.Eiche 1/3 neu)",,,,,,,
567,RED,Blauburgunder Mason di Mason,,,,Manincor,2019,59,1,2020-2  ,,130,21,"400-450m.ü.M. Gärung; Holzbottich, spontan mit Traubeneigener Hefe. Mazeration 2 Wochen mit Untertauchen der Trester.Ausbau; 12 Monate im Barrique 25% neu, auf der Feinhefe. ",,,,,,,
568,RED,,,,,,,,,,,7,,,,,,,,,
569,RED,,,,,,,,,,,7,,,,,,,,,
570,RED,,,,,,,,,,,7,1,,,,,,,,
571,RED,Blauburgunder Riserva,,,,Laimburg,2020,13.6,1,2021-2 ,,47,7,350-550m.ü.M. Holz ausbau für 15 Monate,,,,,,,
572,RED,Blauburgunder Riserva Abtei,,,,Muri Gries,2020,18.6,3,,,62,10,"500-600m.ü.M. Gärung; edelstahl. Ausbau; BSA, 12 Monate in kleinen Holzfässern.",,,,,,,
573,RED,Blauburgunder Riserva Monticol,,,,Kellerei Terlan,2018,20.3,1,2021-1 2020-1 2016-1,,67,11,"450-760m.ü.M. Handlese. Gärung; Edelstahltank. Ausbau; BSA, 12 Monate 50% in grossen Holz, 50% in Barrique(1/3neu). 3 Monate Flaschenlagerung.",,,,,,,
574,RED,Blauburgunder Saltner ,,,,Kellerei Kaltern,2017,13.2,1,2021-2 ,,46,7,"400-500m.ü.M. Gärung; Holzgärbottich, 2 wöchige Mazeration. Ausbau; BSA; 12 Monate im Tonneau.",,,,,,,
575,RED,Blauburgunder Sanct Valentin,,,,St. Michael Eppan,2020,26.5,2,2021-1 ,,85,14,,,,,,,,
576,RED,,,,,,,,,,,7,,,,,,,,,
577,RED,Blauburgunder Turmhof ,,,,Tiefenbrunner,2021,15,3,,,51,8,"450-550m.ü.M. Gärung; Edelstahltank. Ausbau; BSA, 8 Monate in grossen und kleinen Eichenfässern",,,,,,,
578,RED,,,,,,,,,,,7,1,,,,,,,,
579,RED,Dona Noir ,,,,Hartmann Donà,2015,52,3,,,114,19,Gärung; natürliche Hefe im Eichengärbehälter für 3-4 Wochen. Ausbau; 23 Monate im Holzfass. 2 Jahr Flaschenlagerung.,,,,,,,
580,RED,,,,,,,,,,,7,,,,,,,,,
581,RED,Mason,,,,Manincor,2019,22.5,0,"2020-3  2022-1 (26,2)",,73,12,,,,,,,,
582,RED,,,,,,,,,,,7,1,,,,,,,,
583,RED,,,,,,,,,,,7,1,,,,,,,,
584,RED,Vinschgau Blauburgunder Sonnenberg ,,,,Kellerei Meran,2011,8,2,2012-1,,33,5,,,,,,,,
585,RED,Blauburgunder Bachgart,,,,Hemberg - Klaus Lentsch,2011,10.2,2,,1,40,6,"400-600m.ü.M. Gärung; im Holz für ca. 2 Wochen. Ausbau;  20 Monate Barrique mit BSA, einige Monate Flaschenlagerung.",,,,,,,
586,RED,Blauburgunder Panigl,,,,Klosterhof,2012,14,2,,1,48,8,"Gärung; spontan im offenen Holzbottich. Ausbau; BSA, Barrique",,,,,,,
587,RED,Blauburgunder Schwarze Madonna,,,,Klosterhof,2019,18.5,3,,,62,10,,,,,,,,
588,RED,Blauburgunder Riserva Linticlarus,,,,Tiefenbrunner,2020,29,4,,,80,13,"400-500m.ü.M. Gärung; Edelstahltank. Ausbau; BSA, 12 Monate im EichenBarrique. 6 Monate grosses Holzfass. 1 Jahr Flaschenlagerung.",,,,,,,
589,RED,Blauburgunder Ludwig,,,,Elena Walch,2018,27.5,1,2020-2 ,,88,14,550-600m.ü.M. Gärung; 10 Tage im Stahltank & teils im Holzgebinde. Ausbau; BSA im Holzfass. Reifung in franz. EichenBarriques für 16 Monate.,,,,,,,
590,RED,,,,,,,,,,,7,1,,,,,,,,
591,RED,,,,,,,,,,,7,1,,,,,,,,
592,RED,,,,,,,,,,,7,1,,,,,,,,
593,RED,,,,,,,,,,,7,1,,,,,,,,
594,RED,Merlot,,,,,,,,,,7,1,,,,,,,,
595,RED,,,,,,,,,,,7,1,"Gärung; Edelstahltank, mit Umwälzen der Maische. Ausbau; 17§ in Barrique, 2/3 in 35hl Holzfässern für 18 Monate. 12 Monate Flaschenreifung.",,,,,,,
596,RED,Merlot Riserva Siebeneich ,,,,Schreckbichl Colterenzio,2021,15.9,3,,,54,8,"Gärung; Edelstahltank, mit Umwälzen der Maische. Ausbau; 17§ in Barrique, 2/3 in 35hl Holzfässern für 18 Monate. 12 Monate Flaschenreifung.",,,,,,,
597,RED,Merlot Riserva Staffes ,,,,Kornellhof,2019,16.9,0,nicht gelistet,,57,9,"270-320m.ü.m.M. Gärung; Holzbottich mit Maischekontakt für 12 tage. Ausbau; Säureabbau, 22 Monate in Barrique und Tonneau ",,,,,,,
598,RED,,,,,,,,,,,7,1,,,,,,,,
599,RED,,,,,,,,,,,7,1,,,,,,,,
600,RED,Merlot Brenntal ,,,,Kellerei Kurtatsch,2020,34,3,,,94,15,Gärung; im Rotortank. Ausbau; 15 Monate Barrique,,,,,,,
601,RED,,,,,,,,,,,7,1,Gärung; im Rotortank. Ausbau; 15 Monate Barrique,,,,,,,
602,RED,,,,,,,,,,,7,1,,,,,,,,
603,RED,,,,,,,,,,,7,1,Gärung; im Rotortank. Ausbau; 15 Monate Barrique,,,,,,,
604,RED,Merlot Riserva Siebeneich,,,,Kellerei Bozen,2019,23,2,2020-1,,75,12,Gärung; Holzfass. Ausbau; 1 Jahr in franz. Barrique und grossem Holzfass,,,,,,,
605,RED,,,,,,,,,,,7,1,,,,,,,,
606,RED,,,,,,,,,,,7,1,,,,,,,,
607,RED,Merlot MCM BIO,,,,Tenutae Lageder,2019,34.5,2,2020-1,,95,15,"230m.ü.M. Gärung, spontan ca 15 Tage mit BSA im Edelstahltank. Ausbau; 18 Monate in kleinen franz. EichenBarrque 1/3 neu.",,,,,,,
608,RED,,,,,,,,,,,7,1,,,,,,,,
609,RED,,,,,,,,,,,7,,,,,,,,,
610,RED,,,,,,,,,,,7,1,250-300m.ü.M. Gärung; Edelstahlbehälter mit Maischebewegung. Ausbau; in Barrique mit BSA,,,,,,,
611,RED,,,,,,,,,,,7,1,Gärung; Traditionelle Rotweinmaischegärung. Ausbau; in Barrique 225l und Eichenholzfässern. Mehrmonatige Flaschenlagerung,,,,,,,
612,RED,Merlot Villa Karneid ,,,,Castelfeder,2011,7.95,1,2013-1,1,33,5,Gärung; 10 Tage mit Maischebewegung und BSA. Ausbau; ca. 50% in neuen Eichenholzfässern für 12 Monate,,,,,,,
613,RED,Merlot Calldiv ,,,,von Braunbach,2011,10,1,2012-1,1,40,6,,,,,,,,
614,RED,Merlot Freiherr,,,"90% Merlot, 10% Cabernet",Kellerei Meran,2011,16,2,,1,54,9,330m.ü.M. Gärung; 10-15 Tage. Ausbau; mit BSA in Barrique und grossen Eichenholzfässern für 16 Monate,,,,,,,
615,RED,Merlot Kotznloater ,,,,Pfitscher,2012,8.9,1,2019-2 Cortazo euro 22,,36,5,Gärung; Edelstahltank mit Umwälzung. Ausbau; 8 Monate in Eichenfässern. 2 Monate Flaschenlagerung.,,,,,,,
616,RED,Merlot Nussleiten ,,,,Salegg,2019,34.5,2,,1,95,15,230m.ü.M. Gärung; 15 Tage Kaltmazeration im Stahlfas. BSA im Holzfass. Ausbau; 24 Monate in neuen franz. Eichenfässern,,,,,,,
617,RED,Merlot Raut,,,,Waldthaler,2014,23.6,1,,1,77,12,,,,,,,,
618,RED,Merlot Mühlweg ,,,versch. Klone des Merlot und 5% Cabernet Franc,Weingut Niedrist ,2012,24.4,1,2019-2 ,,79,13,400m.ü.M. Gärung; im offenen EichenHolzbottich mit BSA. Ausbau; EichenBarrique für 15 Monate (teils neue),,,,,,,
619,RED,,,,,,,,,,,7,1,,,,,,,,
620,RED,,,,,,,,,,,,,,,,,,,,
621,RED,,,,,,,,,,,7,1,,,,,,,,
