external_id,type,quantity,internal_notes,price,info,winery_name,name,vintage,size,storage_area
v.55933.2017.b,WHITE,2,Purchase Price: 9,40.0,,Sandre, Traminer Acini bianchi,2017,BOTTLE,
v.46035.2020.b,WHITE,3,Purchase Price: 9,42.0,,Sandro De Bruno, Soave Colli Scaligeri,2020,BOTTLE,
v.46035.2021.b,WHITE,3,Purchase Price: 7,40.0,,Sandro De Bruno, Soave Colli Scaligeri,2021,BOTTLE,
v.42366.2018.b,RED,2,Purchase Price: 12,40.0,,Sandro Fay, Terrazze Retiche di Sondrio La Faya,2018,BOTTLE,
v.48741.2016.b,RED,2,Purchase Price: 12,50.0,,Sandro Fay, Valtellina Superiore Valgella Cà Moréi,2016,BOTTLE,
v.4828.2006.b,WHITE,1,Purchase Price: 10,45.0,,Santa Barbara, Castelli di Jesi Verdicchio Classico Superiore Tardivo ma non Tardo,2006,BOTTLE,
v.3734.2008.c,WHITE,1,Purchase Price: 30,100.0,,Santa Barbara, Verdicchio dei Castelli di Jesi Classico Stefano Antonucci,2008,MAGNUM,
v.3734.2013.b,WHITE,2,Purchase Price: 10,50.0,,Santa Barbara, Verdicchio dei Castelli di Jesi Classico Superiore Stefano Antonucci,2013,BOTTLE,
v.80253.1993.b,WHITE,1,Purchase Price: 10,60.0,,Santa Rita, Sauvignon blanc Medalla Real Gran Reserva,1993,BOTTLE,
v.5950.2000.b,RED,1,Purchase Price: 40,150.0,,Santadi, Carignano del Sulcis Superiore Terre brune,2000,BOTTLE,
v.8377.2000.b,WHITE,3,Purchase Price: 14,52.0,,Santadi, Villa di Chiesa,2000,BOTTLE,
v.4422.2009.b,RED,2,Purchase Price: 10,55.0,,Sardus Pater, Carignano del Sulcis Riserva Is Arenas,2009,BOTTLE,
v.774.2000.b,RED,1,Purchase Price: 12,50.0,,Sassotondo, Ciliegiolo San Lorenzo,2000,BOTTLE,
v.774.2001.b,RED,1,Purchase Price: 10,52.0,,Sassotondo, Ciliegiolo San Lorenzo,2001,BOTTLE,
v.771.2000.b,RED,2,Purchase Price: 10,60.0,,Sassotondo, Ciliegiolo,2000,BOTTLE,
v.33778.2004.b,RED,2,Purchase Price: 13,70.0,,Schiavenza, Barolo Broglio,2004,BOTTLE,
v.33816.2001.b,RED,1,Purchase Price: 27,110.0,,Schiavenza, Barolo Riserva Broglio,2001,BOTTLE,
v.38071.2014.b,WHITE,2,Purchase Price: 14,55.0,,Schoffit, Chasselas Vieilles Vignes,2014,BOTTLE,
v.66063.2016.b,WHITE,1,Purchase Price: 10,55.0,,Schoffit, Gewürztraminer Cuvée Alexandre Vieilles Vignes,2016,BOTTLE,
v.1668.2012.b,WHITE,2,Purchase Price: 18,65.0,,Schoffit, Gewürztraminer Rangen Clos Saint-Théobald Grand Cru,2012,BOTTLE,
v.35115.2013.b,WHITE,3,Purchase Price: 9,50.0,,Schweitzer, Chardonnay Riserva Tschaupp,2013,BOTTLE,
v.35115.2018.b,WHITE,3,Purchase Price: 15,48.0,,Schweitzer, Chardonnay Riserva Tschaupp,2018,BOTTLE,
v.44140.2020.b,WHITE,1,Purchase Price: 7,40.0,,Scubla, Colli Orientali del Friuli Friulano,2020,BOTTLE,
v.44138.2013.b,WHITE,2,Purchase Price: 9,45.0,,Scubla, Colli Orientali del Friuli Pomédes Bianco,2013,BOTTLE,
v.8168.2014.b,WHITE,3,Purchase Price: 10,55.0,,Scuotto, Oi nì,2014,BOTTLE,
v.15415.2012.b,RED,2,Purchase Price: 9,45.0,,Scuotto, Taurasi,2012,BOTTLE,
v.72672.2003.b,RED,1,Purchase Price: 40,140.0,,Seguin-Manuel, Corton Grand Cru,2003,BOTTLE,
v.8865.2003.b,RED,2,Purchase Price: 18,90.0,,Sellari Franceschini, Morellino di Scansano,2003,BOTTLE,
v.40594.2013.b,WHITE,1,Purchase Price: 16,70.0,,Selvadolce, Vermentino VB1,2013,BOTTLE,
v.177.1996.b,RED,2,Purchase Price: 20,100.0,,Serafini & Vidotto, Il Rosso dell'Abazia,1996,BOTTLE,
v.177.1999.b,RED,1,Purchase Price: 20,100.0,,Serafini & Vidotto, Il Rosso dell'Abazia,1999,BOTTLE,
v.177.2000.c,RED,1,Purchase Price: 40,200.0,,Serafini & Vidotto, Il Rosso dell'Abazia,2000,MAGNUM,
v.177.2000.b,RED,1,Purchase Price: 15,95.0,,Serafini & Vidotto, Il Rosso dell'Abazia,2000,BOTTLE,
v.177.2001.b,RED,2,Purchase Price: 20,90.0,,Serafini & Vidotto, Il Rosso dell'Abazia,2001,BOTTLE,
v.177.2006.c,RED,1,Purchase Price: 30,180.0,,Serafini & Vidotto, Il Rosso dell'Abazia,2006,MAGNUM,
v.178.2006.c,RED,1,Purchase Price: 20,180.0,,Serafini & Vidotto, Pinot nero,2006,MAGNUM,
v.178.2006.b,RED,2,Purchase Price: 20,90.0,,Serafini & Vidotto, Pinot nero,2006,BOTTLE,
v.178.2010.b,RED,2,Purchase Price: 18,80.0,,Serafini & Vidotto, Pinot nero,2010,BOTTLE,
v.83550.2019.b,WHITE,7,Purchase Price: 18,50.0,,Serenissima, Romagna Albana secco Sorriso di Lizzano,2019,BOTTLE,
v.12373.2015.b,RED,1,Purchase Price: 16,50.0,,Serenissima, Sangiovese Superiore Sorriso di Lizzano,2015,BOTTLE,
v.16802.2013.b,RED,5,Purchase Price: 8,40.0,,Sergio Arcuri, Cirò Classico Superiore Aris,2013,BOTTLE,
v.16802.2014.b,RED,2,Purchase Price: 8,38.0,,Sergio Arcuri, Cirò Classico Superiore Aris,2014,BOTTLE,
v.43711.2021.b,WHITE,6,Purchase Price: 10,38.0,,Sergio Arcuri, Greco bianco Liberaisensi,2021,BOTTLE,
v.251.2006.b,WHITE,1,Purchase Price: 13,52.0,,Sergio Mottura, Grechetto Latour a Civitella,2006,BOTTLE,
v.255.2007.b,WHITE,2,Purchase Price: 10,55.0,,Sergio Mottura, Grechetto Poggio della Costa,2007,BOTTLE,
v.255.2008.b,WHITE,1,Purchase Price: 10,50.0,,Sergio Mottura, Grechetto Poggio della Costa,2008,BOTTLE,
v.255.2016.b,WHITE,1,Purchase Price: 10,45.0,,Sergio Mottura, Grechetto Poggio della Costa,2016,BOTTLE,
v.254.2003.b,RED,2,Purchase Price: 13,60.0,,Sergio Mottura, Montepulciano Nenfro,2003,BOTTLE,
v.74104.2001.b,WHITE,1,Purchase Price: 45,180.0,,Servin, Chablis Les Clos Grand Cru,2001,BOTTLE,
v.7061.2002.b,WHITE,2,Purchase Price: 30,120.0,,Servin, Chablis Vaillons 1er Cru,2002,BOTTLE,
v.33992.1999.b,RED,3,Purchase Price: 25,100.0,,Silvio Grasso, Barolo Ciabot Manzoni,1999,BOTTLE,
v.19522.2008.b,WHITE,2,Purchase Price: 10,45.0,,Slavček, Sivi pinot,2008,BOTTLE,
v.42488.2015.b,WHITE,3,Purchase Price: 10,50.0,,Slobodné Vinárstvo, Interval 103,2015,BOTTLE,
v.35061.2006.d,RED,1,Purchase Price: 50,280.0,,Sobrero, Barolo Ciabot Tanasio,2006,JEROBOAM,
v.35061.2006.b,RED,1,Purchase Price: 15,80.0,,Sobrero, Barolo Ciabot Tanasio,2006,BOTTLE,
v.15658.2016.b,RED,2,Purchase Price: 10,45.0,,Sourdais - Le Logis de la Bouchardière, Chinon Le Chêne Vert,2016,BOTTLE,
v.83760.2015.b,RED,3,Purchase Price: 19,60.0,,Sourdais - Le Logis de la Bouchardière, Chinon Vieille Vigne Les Cornuelles,2015,BOTTLE,
v.10132.2011.b,WHITE,1,Purchase Price: 10,65.0,,Specogna, Identità,2011,BOTTLE,
v.10132.2019.b,WHITE,3,Purchase Price: 12,50.0,,Specogna, Identità,2019,BOTTLE,
v.12286.2011.b,RED,1,Purchase Price: 10,50.0,,Specogna, Oltre,2011,BOTTLE,
v.8051.2010.b,RED,5,Purchase Price: 10,50.0,,Specogna, Pignolo,2010,BOTTLE,
v.12339.2011.b,WHITE,2,Purchase Price: 10,60.0,,Specogna, Sauvignon blanc Duality,2011,BOTTLE,
v.12339.2019.c,WHITE,2,Purchase Price: 22,90.0,,Specogna, Sauvignon blanc Duality,2019,MAGNUM,
v.12339.2019.b,WHITE,2,Purchase Price: 12,50.0,,Specogna, Sauvignon blanc Duality,2019,BOTTLE,
v.35149.2009.b,RED,2,Purchase Price: 10,50.0,,Stachlburg, Blauburgunder Vinschgauer,2009,BOTTLE,
v.35149.2012.b,RED,2,Purchase Price: 10,52.0,,Stachlburg, Blauburgunder Vinschgauer,2012,BOTTLE,
v.80503.2007.b,WHITE,2,Purchase Price: 18,70.0,,Stachlburg, Gewürztraminer,2007,BOTTLE,
v.80503.2015.b,WHITE,2,Purchase Price: 10,50.0,,Stachlburg, Gewürztraminer,2015,BOTTLE,
v.42935.2015.b,WHITE,4,Purchase Price: 10,45.0,,Stachlburg, Sauvignon Terlaner Wolfsthurn R,2015,BOTTLE,
v.30596.2004.b,WHITE,4,Purchase Price: 40,180.0,,Stéphane Bernaudeau, Anjou Les Nourrissons,2004,BOTTLE,
v.52851.2006.b,WHITE,4,Purchase Price: 30,300.0,,Stéphane Bernaudeau, Les Nourrissons Vignes Centenaires,2006,BOTTLE,
v.14848.2011.b,WHITE,2,Purchase Price: 10,55.0,,Stigler, Weissburgunder Pagode,2011,BOTTLE,
v.1141.2009.b,WHITE,2,Purchase Price: 8,50.0,,Strasserhof, Grüner Veltliner,2009,BOTTLE,
v.3432.2008.b,WHITE,2,Purchase Price: 10,56.0,,Strasserhof, Kerner,2008,BOTTLE,
v.3432.2012.b,WHITE,1,Purchase Price: 10,48.0,,Strasserhof, Kerner,2012,BOTTLE,
v.1139.2020.b,WHITE,2,Purchase Price: 10,45.0,,Strasserhof, Sylvaner,2020,BOTTLE,
v.605.2002.b,WHITE,1,Purchase Price: 10,50.0,,Suavia, Soave Classico Le Rive,2002,BOTTLE,
v.604.2011.b,WHITE,2,Purchase Price: 10,45.0,,Suavia, Soave Classico Monte Carbonare,2011,BOTTLE,
v.603.2007.b,WHITE,2,Purchase Price: 10,45.0,,Suavia, Soave Classico,2007,BOTTLE,
v.53846.2006.b,WHITE,1,Purchase Price: 10,42.0,,Sutor, Burja,2006,BOTTLE,
v.40802.1998.b,WHITE,2,Purchase Price: 22,90.0,,Sylvie Spielmann, Riesling Bergheim,1998,BOTTLE,
v.325.1999.c,RED,1,Purchase Price: 38,150.0,,Talenti, Brunello di Montalcino,1999,MAGNUM,
v.3711.2013.b,WHITE,3,Purchase Price: 10,45.0,,Tamellini, Soave Classico Le Bine de Costiola,2013,BOTTLE,
v.5193.2008.b,RED,1,Purchase Price: 10,42.0,,Tanca Gioia Carloforte - U Tabarka, Rossou,2008,BOTTLE,
v.5187.2009.b,WHITE,2,Purchase Price: 12,42.0,,Tanca Gioia Carloforte - U Tabarka, Vermentino Giancu,2009,BOTTLE,
v.13504.2008.b,WHITE,2,Purchase Price: 15,70.0,,Tardieu-Laurent, Hermitage Blanc,2008,BOTTLE,
v.13504.2010.b,WHITE,2,Purchase Price: 20,65.0,,Tardieu-Laurent, Hermitage Blanc,2010,BOTTLE,
v.13505.2006.b,RED,1,Purchase Price: 30,110.0,,Tardieu-Laurent, Hermitage Rouge,2006,BOTTLE,
v.13505.2010.b,RED,3,Purchase Price: 23,95.0,,Tardieu-Laurent, Hermitage Rouge,2010,BOTTLE,
v.5813.2003.b,RED,1,Purchase Price: 10,55.0,,Tasca d'Almerita - Tenuta Regaleali, Contea di Sclafani Rosso del Conte,2003,BOTTLE,
v.9372.2007.b,WHITE,1,Purchase Price: 10,65.0,,Taschlerhof, Gewürztraminer,2007,BOTTLE,
v.84108.2011.b,WHITE,1,Purchase Price: 13,45.0,,Taubenschuss, Weissburgunder Selection,2011,BOTTLE,
v.51578.1998.b,RED,1,Purchase Price: 45,170.0,,Tedeschi, Amarone della Valpolicella Classico La Fabriseria,1998,BOTTLE,
v.16450.2015.b,WHITE,1,Purchase Price: 10,48.0,,Tegernseerhof, Grüner Veltliner Smaragd Bergdistel,2015,BOTTLE,
v.59598.2016.b,WHITE,1,Purchase Price: 12,55.0,,Tempier, Bandol Blanc,2016,BOTTLE,
v.33572.2009.b,Rosato,2,Purchase Price: 10,60.0,,Tempier, Bandol Rosé,2009,BOTTLE,
v.33572.2016.b,Rosato,2,Purchase Price: 18,62.0,,Tempier, Bandol Rosé,2016,BOTTLE,
v.15012.2014.b,RED,2,Purchase Price: 26,75.0,,Tempier, Bandol Rouge,2014,BOTTLE,
v.15012.2015.b,RED,9,Purchase Price: 10,58.0,,Tempier, Bandol Rouge,2015,BOTTLE,
v.62890.2019.b,WHITE,4,Purchase Price: 10,45.0,,Tenuta Baroni del Mestri, Collio Bianco,2019,BOTTLE,
v.44493.1997.b,RED,3,Purchase Price: 12,50.0,,Tenuta Cocci Grifoni, Rosso Piceno Superiore Vigna Messieri,1997,BOTTLE,
v.55941.1997.b,RED,2,Purchase Price: 28,135.0,,Tenuta Cucco, Barolo Riserva Cerrati Vigna Cucco,1997,BOTTLE,
v.77837.2016.b,RED,3,Purchase Price: 10,60.0,,Tenuta del Travale, Nerello Mascalese Eleuteria,2016,BOTTLE,
v.5194.2015.b,RED,3,Purchase Price: 8,38.0,,Tenuta delle Terre Nere, Etna Rosso,2015,BOTTLE,
v.4918.2015.b,WHITE,1,Purchase Price: 10,45.0,,Tenuta di Castellaro, Bianco Pomice,2015,BOTTLE,
v.40588.2014.b,RED,1,Purchase Price: 10,38.0,,Tenuta di Castellaro, Etna Rosso L'Ottava Isola,2014,BOTTLE,
v.9467.2014.b,WHITE,1,Purchase Price: 10,45.0,,Tenuta di Fessina, Etna Bianco Erse,2014,BOTTLE,
v.9467.2016.b,WHITE,1,Purchase Price: 10,50.0,,Tenuta di Fessina, Etna Bianco Erse,2016,BOTTLE,
v.9466.2013.b,RED,4,Purchase Price: 10,40.0,,Tenuta di Fessina, Nerello Cappuccio Laeneo,2013,BOTTLE,
v.83431.2015.b,RED,4,Purchase Price: 12,42.0,,Tenuta di Gracciano della Seta, Vino Nobile di Montepulciano,2015,BOTTLE,
v.3162.2009.c,RED,2,Purchase Price: 20,90.0,,Tenuta di Valgiano, Palistorti Rosso,2009,MAGNUM,
v.347.1997.b,RED,2,Purchase Price: 20,150.0,,Tenuta Fontodi, Chianti Classico Riserva Vigna del Sorbo,1997,BOTTLE,
v.354.1997.b,RED,1,Purchase Price: 46,210.0,,Tenuta Fontodi, Flaccianello della Pieve,1997,BOTTLE,
v.354.2000.b,RED,1,Purchase Price: 35,160.0,,Tenuta Fontodi, Flaccianello della Pieve,2000,BOTTLE,
v.42970.2013.b,RED,4,Purchase Price: 11,58.0,,Tenuta Garetto, Barbera d'Asti Superiore Nizza Favà,2013,BOTTLE,
v.59602.2012.b,RED,3,Purchase Price: 10,50.0,,Tenuta Garetto, Barbera d'Asti Superiore,2012,BOTTLE,
v.50765.2021.b,WHITE,19,Purchase Price: 13,45.0,,Tenuta Il Plino, Plino della Taverna,2021,BOTTLE,
v.6313.2000.b,RED,2,Purchase Price: 16,90.0,,Tenuta Lamborghini, Campoleone,2000,BOTTLE,
v.6313.2004.b,RED,2,Purchase Price: 19,80.0,,Tenuta Lamborghini, Campoleone,2004,BOTTLE,
v.1760.2014.b,RED,6,Purchase Price: 25,100.0,,Tenuta le Potazzine, Brunello di Montalcino,2014,BOTTLE,
v.1760.2015.b,RED,6,Purchase Price: 28,110.0,,Tenuta le Potazzine, Brunello di Montalcino,2015,BOTTLE,
v.1760.2016.b,RED,6,Purchase Price: 28,120.0,,Tenuta le Potazzine, Brunello di Montalcino,2016,BOTTLE,
v.314.1994.b,RED,3,Purchase Price: 200,1000.0,,Tenuta Masseto, Masseto,1994,BOTTLE,
v.314.1996.b,RED,1,Purchase Price: 350,1400.0,,Tenuta Masseto, Masseto,1996,BOTTLE,
v.314.2001.b,RED,4,Purchase Price: 300,1400.0,,Tenuta Masseto, Masseto,2001,BOTTLE,
v.314.2002.b,RED,3,Purchase Price: 200,950.0,,Tenuta Masseto, Masseto,2002,BOTTLE,
v.314.2003.b,RED,2,Purchase Price: 200,900.0,,Tenuta Masseto, Masseto,2003,BOTTLE,
v.314.2004.b,RED,1,Purchase Price: 300,1250.0,,Tenuta Masseto, Masseto,2004,BOTTLE,
v.314.2006.b,RED,1,Purchase Price: 260,1400.0,,Tenuta Masseto, Masseto,2006,BOTTLE,
v.314.2007.b,RED,2,Purchase Price: 300,1300.0,,Tenuta Masseto, Masseto,2007,BOTTLE,
v.314.2009.b,RED,1,Purchase Price: 280,1200.0,,Tenuta Masseto, Masseto,2009,BOTTLE,
v.314.2012.b,RED,1,Purchase Price: 280,1200.0,,Tenuta Masseto, Masseto,2012,BOTTLE,
v.19110.2002.b,RED,1,Purchase Price: 9,50.0,,Tenuta Mayr-Unterganzner, Lagrein Riserva,2002,BOTTLE,
v.83123.1997.b,RED,1,Purchase Price: 12,48.0,,Tenuta Oliveto, Rosso di Montalcino Il Roccolo,1997,BOTTLE,
v.475.1991.b,RED,1,Purchase Price: 14,55.0,,Tenuta Petrolo, Torrione,1991,BOTTLE,
v.54487.2019.b,RED,2,Purchase Price: 7,38.0,,Tenuta Rohregger, Kalterersee Classico Alte Reben,2019,BOTTLE,
v.10711.2003.b,RED,3,Purchase Price: 16,80.0,,Tenuta San Giorgio, Brunello di Montalcino Ugolforte,2003,BOTTLE,
v.365.1994.b,RED,2,Purchase Price: 100,500.0,,Tenuta San Guido, Bolgheri Sassicaia,1994,BOTTLE,
v.365.1995.b,RED,2,Purchase Price: 270,850.0,,Tenuta San Guido, Bolgheri Sassicaia,1995,BOTTLE,
v.365.1996.b,RED,1,Purchase Price: 240,760.0,,Tenuta San Guido, Bolgheri Sassicaia,1996,BOTTLE,
v.365.1997.b,RED,3,Purchase Price: 220,700.0,,Tenuta San Guido, Bolgheri Sassicaia,1997,BOTTLE,
v.365.1998.b,RED,1,Purchase Price: 120,580.0,,Tenuta San Guido, Bolgheri Sassicaia,1998,BOTTLE,
v.365.1999.c,RED,1,Purchase Price: 240,970.0,,Tenuta San Guido, Bolgheri Sassicaia,1999,MAGNUM,
v.365.1999.b,RED,2,Purchase Price: 120,500.0,,Tenuta San Guido, Bolgheri Sassicaia,1999,BOTTLE,
v.365.2000.b,RED,4,Purchase Price: 100,480.0,,Tenuta San Guido, Bolgheri Sassicaia,2000,BOTTLE,
v.365.2001.b,RED,2,Purchase Price: 180,600.0,,Tenuta San Guido, Bolgheri Sassicaia,2001,BOTTLE,
v.365.2008.b,RED,1,Purchase Price: 130,450.0,,Tenuta San Guido, Bolgheri Sassicaia,2008,BOTTLE,
v.365.2015.b,RED,1,Purchase Price: 110,460.0,,Tenuta San Guido, Bolgheri Sassicaia,2015,BOTTLE,
v.366.2000.b,RED,2,Purchase Price: 40,140.0,,Tenuta San Guido, Guidalberto,2000,BOTTLE,
v.365.1983.b,RED,2,Purchase Price: 120,700.0,,Tenuta San Guido, Sassicaia,1983,BOTTLE,
v.365.1989.b,RED,1,Purchase Price: 100,500.0,,Tenuta San Guido, Sassicaia,1989,BOTTLE,
v.365.1990.b,RED,2,Purchase Price: 120,700.0,,Tenuta San Guido, Sassicaia,1990,BOTTLE,
v.365.1993.b,RED,1,Purchase Price: 100,500.0,,Tenuta San Guido, Sassicaia,1993,BOTTLE,
v.1324.1996.b,RED,1,Purchase Price: 40,280.0,,Tenuta San Leonardo, San Leonardo,1996,BOTTLE,
v.1324.1999.b,RED,1,Purchase Price: 50,230.0,,Tenuta San Leonardo, San Leonardo,1999,BOTTLE,
v.1324.2001.b,RED,2,Purchase Price: 45,210.0,,Tenuta San Leonardo, San Leonardo,2001,BOTTLE,
v.1324.2013.b,RED,2,Purchase Price: 25,95.0,,Tenuta San Leonardo, San Leonardo,2013,BOTTLE,
v.703.2000.b,RED,2,Purchase Price: 19,85.0,,Tenuta Sette Ponti, Oreno,2000,BOTTLE,
v.82795.2016.b,WHITE,1,Purchase Price: 7,40.0,,Tenuta Stella, Collio Friulano,2016,BOTTLE,
v.82797.2018.b,WHITE,1,Purchase Price: 10,50.0,,Tenuta Stella, Collio Ribolla gialla Riserva,2018,BOTTLE,
v.82796.2016.b,WHITE,1,Purchase Price: 10,40.0,,Tenuta Stella, Collio Ribolla gialla,2016,BOTTLE,
v.19173.2019.b,WHITE,8,Purchase Price: 8,40.0,,Tenuta Stella, Malvasia,2019,BOTTLE,
v.11081.2013.b,RED,1,Purchase Price: 9,45.0,,Tenuta Uccellina, Bursôn Etichetta Nera,2013,BOTTLE,
v.83772.2001.b,RED,1,Purchase Price: 10,50.0,,Tenuta Valli, Sangiovese di Romagna Superiore Riserva della Beccaccia,2001,BOTTLE,
v.9537.2019.b,RED,2,Purchase Price: 10,45.0,,Tenuta Vinea Scerscé, Rosso di Valtellina Nettare,2019,BOTTLE,
v.9539.2009.b,RED,3,Purchase Price: 10,55.0,,Tenuta Vinea Scerscé, Sforzato di Valtellina Infinito,2009,BOTTLE,
v.379.2010.c,RED,1,Purchase Price: 20,110.0,,Terenzi, Morellino di Scansano Riserva Madrechiesa,2010,MAGNUM,
v.379.2010.b,RED,1,Purchase Price: 10,55.0,,Terenzi, Morellino di Scansano Riserva Madrechiesa,2010,BOTTLE,
v.3414.2005.b,WHITE,2,Purchase Price: 12,55.0,,Terralba, Timorasso Stato,2005,BOTTLE,
v.10081.1997.b,RED,2,Purchase Price: 10,55.0,,Terre del Poliziano, Morellino di Scansano Lohsa,1997,BOTTLE,
v.6423.2009.b,WHITE,3,Purchase Price: 9,45.0,,Terre del Principe, Fontanavigna,2009,BOTTLE,
v.1363.2008.b,RED,3,Purchase Price: 10,50.0,,Terre del Sillabo, Merlot Niffo,2008,BOTTLE,
v.83034.2021.b,WHITE,3,Purchase Price: 10,40.0,,Terre di Ger, Arconi Bianco,2021,BOTTLE,
v.83035.2020.b,RED,12,Purchase Price: 10,40.0,,Terre di Ger, Caliere Rosso,2020,BOTTLE,
v.70365.2019.b,RED,2,Purchase Price: 10,40.0,,Terre di Ger, El Masut,2019,BOTTLE,
v.78779.2021.b,WHITE,2,Purchase Price: 10,40.0,,Terre di Ger, Feltro Bianco,2021,BOTTLE,
v.78780.2020.b,WHITE,2,Purchase Price: 10,40.0,,Terre di Ger, Limine,2020,BOTTLE,
v.48746.2007.b,RED,2,Purchase Price: 7,40.0,,Terre di Giurfo, Nero d'Avola Kudyah,2007,BOTTLE,
v.83773.2006.b,RED,3,Purchase Price: 1,40.0,,Terre di Zagara, Nero d'Avola,2006,BOTTLE,
v.79081.2004.b,RED,1,Purchase Price: 10,110.0,,Terroir al Límit, Priorat Dits del Terra,2004,BOTTLE,
v.43555.2013.b,WHITE,4,Purchase Price: 11,50.0,,Tessari, Soave Classico Bine Longhe,2013,BOTTLE,
v.80270.2007.b,RED,2,Purchase Price: 12,45.0,,Tessère, Raboso del Piave Barbagio,2007,BOTTLE,
v.30681.2014.b,WHITE,4,Purchase Price: 12,56.0,,Tiare, Malvasia,2014,BOTTLE,
v.4811.2013.b,WHITE,3,Purchase Price: 12,56.0,,Tiare, Sauvignon,2013,BOTTLE,
v.4811.2014.b,WHITE,1,Purchase Price: 12,56.0,,Tiare, Sauvignon,2014,BOTTLE,
v.30890.2019.b,WHITE,2,Purchase Price: 10,45.0,,Tiefenbrunner, Chardonnay Turmhof,2019,BOTTLE,
v.34512.2005.b,RED,1,Purchase Price: 24,85.0,,Tissot, Audace Passerillé Rouge,2005,BOTTLE,
v.17442.2001.b,WHITE,1,Purchase Price: 16,55.0,,Tissot, Côtes du Jura Chardonnay En Barberon,2001,BOTTLE,
v.3040.2010.b,RED,3,Purchase Price: 24,150.0,,Tommasi, Amarone della Valpolicella Classico Riserva Ca' Florian,2010,BOTTLE,
v.8324.2012.b,RED,2,Purchase Price: 11,50.0,,Tommasi, Valpolicella Classico Superiore Rafaèl,2012,BOTTLE,
v.129.2000.b,RED,4,Purchase Price: 16,60.0,,Tommaso Bussola, Valpolicella Classico Superiore TB,2000,BOTTLE,
v.32127.2013.b,RED,3,Purchase Price: 8,36.0,,Tondini, Taroni,2013,BOTTLE,
v.8440.2013.b,WHITE,3,Purchase Price: 10,38.0,,Tondini, Vermentino di Gallura Superiore Karagnanj,2013,BOTTLE,
v.13473.2016.b,WHITE,3,Purchase Price: 10,45.0,,Tornatore, Etna Bianco Pietrarizzo,2016,BOTTLE,
v.3898.2006.b,RED,2,Purchase Price: 12,55.0,,Torre dei Beati, Montepulciano d'Abruzzo Mazzamurello,2006,BOTTLE,
v.10974.2007.b,RED,6,Purchase Price: 10,50.0,,Torre dei Beati, Montepulciano d'Abruzzo,2007,BOTTLE,
v.5321.2013.b,WHITE,3,Purchase Price: 10,45.0,,Torre dei Beati, Pecorino Giocheremo con i Fiori,2013,BOTTLE,
v.10145.2016.b,WHITE,3,Purchase Price: 10,55.0,,Torre dei Beati, Trebbiano d’Abruzzo Bianchi Grilli per la Testa,2016,BOTTLE,
v.3381.2013.b,WHITE,3,Purchase Price: 7,40.0,,Torre Fornello, Malvasia Donna Luigia,2013,BOTTLE,
v.82798.1994.b,RED,1,Purchase Price: 8,50.0,,Torre Rosazza, Friuli Colli Orientali Altromerlot,1994,BOTTLE,
v.61485.1997.b,RED,3,Purchase Price: 10,45.0,,Torrevecchia, Casale dei Biscari,1997,BOTTLE,
v.79180.2007.b,RED,5,Purchase Price: 10,40.0,,Torrevento, Nero di Troia Torre del Falco,2007,BOTTLE,
v.52768.2010.b,RED,1,Purchase Price: 10,45.0,,Travaglino, Oltrepò Pavese Riserva Pinot nero Poggio della Buttinera,2010,BOTTLE,
v.35652.1983.b,WHITE,3,Purchase Price: 44,210.0,,Trimbach, Gewürztraminer Cuvée des Seigneurs de Ribeaupierre,1983,BOTTLE,
v.12841.1983.b,WHITE,4,Purchase Price: 90,340.0,,Trimbach, Riesling Cuvée Frédéric Emile,1983,BOTTLE,
v.11402.1997.b,RED,2,Purchase Price: 30,120.0,,Trinchero, Barbera d'Asti Superiore Vigna del Noce,1997,BOTTLE,
v.364.1998.b,RED,1,Purchase Price: 60,200.0,,Tua Rita, Giusto di Notri,1998,BOTTLE,
v.4790.2011.b,WHITE,2,Purchase Price: 8,42.0,,Tunella, Biancosesto,2011,BOTTLE,
v.54030.1997.b,RED,1,Purchase Price: 40,150.0,,Uccelliera, Brunello di Montalcino,1997,BOTTLE,
v.4823.2002.b,WHITE,2,Purchase Price: 10,60.0,,Umani Ronchi, Castelli di Jesi Verdicchio Riserva Classico Plenio,2002,BOTTLE,
v.5804.1998.b,RED,2,Purchase Price: 20,85.0,,Umani Ronchi, Conero Rosso Cùmaro,1998,BOTTLE,
v.3826.1997.b,RED,1,Purchase Price: 20,130.0,,Umani Ronchi, Pelago,1997,BOTTLE,
v.3826.2001.b,RED,3,Purchase Price: 30,115.0,,Umani Ronchi, Pelago,2001,BOTTLE,
v.4824.2000.b,WHITE,2,Purchase Price: 10,60.0,,Umani Ronchi, Verdicchio dei Castelli di Jesi Classico Superiore Vecchie Vigne Casal di Serra,2000,BOTTLE,
v.4824.2002.b,WHITE,1,Purchase Price: 10,50.0,,Umani Ronchi, Verdicchio dei Castelli di Jesi Classico Superiore Vecchie Vigne Casal di Serra,2002,BOTTLE,
v.4824.2004.b,WHITE,3,Purchase Price: 9,52.0,,Umani Ronchi, Verdicchio dei Castelli di Jesi Classico Superiore Vecchie Vigne Casal di Serra,2004,BOTTLE,
v.10850.2007.b,WHITE,3,Purchase Price: 10,50.0,,Vadiaperti, Coda di Volpe,2007,BOTTLE,
v.5870.2007.b,WHITE,3,Purchase Price: 10,50.0,,Vadiaperti, Greco di Tufo,2007,BOTTLE,
